CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
C00120,56,F,30,23.22,696.6,Month-to-Month,Electronic Check,No
C00121,58,M,51,24.77,1263.27,Month-to-Month,Bank Transfer,No
C00122,45,F,8,98.94,791.52,One Year,Credit Card,No
C00123,24,M,49,73.31,3592.19,Month-to-Month,Mailed Check,No
C00124,26,M,19,77.81,1478.39,One Year,Electronic Check,No
C00125,25,M,44,25.26,1111.44,Month-to-Month,Bank Transfer,No
C00126,29,F,59,45.53,2686.27,One Year,Mailed Check,Yes
C00127,51,M,55,83.84,4611.2,One Year,Electronic Check,No
C00128,50,M,30,105.92,3177.6,Two Year,Electronic Check,No
C00129,65,M,15,111.7,1675.5,One Year,Credit Card,Yes
C00130,40,F,36,70.04,2521.44,One Year,Bank Transfer,No
C00131,41,M,55,74.55,4100.25,One Year,Credit Card,No
C00132,54,F,44,103.3,4545.2,One Year,Mailed Check,Yes
C00133,52,F,27,73.76,1991.52,One Year,Mailed Check,No
C00134,61,M,13,71.69,931.97,Two Year,Mailed Check,No
C00135,57,F,14,110.51,1547.14,One Year,Mailed Check,No
C00136,39,F,37,98.99,3662.63,One Year,Mailed Check,No
C00137,44,M,54,110.91,5989.14,One Year,Bank Transfer,No
C00138,52,M,48,41.82,2007.36,Month-to-Month,Bank Transfer,Yes
C00139,18,M,30,72.44,2173.2,Month-to-Month,Electronic Check,Yes
C00140,52,F,39,104.25,4065.75,Two Year,Electronic Check,No
C00141,54,M,47,31.11,1462.17,One Year,Bank Transfer,No
C00142,64,F,13,99.47,1293.11,One Year,Electronic Check,No
C00143,31,F,58,38.3,2221.4,Month-to-Month,Credit Card,No
C00144,20,F,16,100.81,1612.96,One Year,Bank Transfer,No
C00145,18,F,44,81.2,3572.8,Two Year,Credit Card,Yes
C00146,22,F,7,39.32,275.24,One Year,Mailed Check,No
C00147,43,M,48,67.34,3232.32,Two Year,Mailed Check,No
C00148,31,M,55,88.19,4850.45,Month-to-Month,Electronic Check,No
C00149,56,F,55,83.39,4586.45,Two Year,Bank Transfer,No
C00150,44,F,27,62.72,1693.44,Two Year,Mailed Check,No
C00151,26,M,45,109.94,4947.3,Two Year,Electronic Check,No
C00152,32,M,55,71.93,3956.15,Two Year,Credit Card,No
C00153,32,F,35,70.59,2470.65,Two Year,Bank Transfer,No
C00154,43,F,15,26.23,393.45,Two Year,Electronic Check,Yes
C00155,59,M,28,112.21,3141.88,Two Year,Mailed Check,No
C00156,30,M,35,37.71,1319.85,Two Year,Credit Card,No
C00157,68,F,7,72.83,509.81,Two Year,Credit Card,No
C00158,49,M,50,100.36,5018.0,Month-to-Month,Electronic Check,Yes
C00159,56,M,46,41.55,1911.3,Two Year,Bank Transfer,Yes
C00160,66,F,50,72.74,3637.0,Two Year,Electronic Check,No
C00161,69,F,51,44.07,2247.57,One Year,Mailed Check,No
C00162,49,F,46,95.97,4414.62,One Year,Bank Transfer,No
C00163,21,M,20,76.43,1528.6,One Year,Mailed Check,Yes
C00164,47,F,32,105.6,3379.2,Two Year,Credit Card,No
C00165,54,M,38,109.46,4159.48,Month-to-Month,Credit Card,No
C00166,40,F,40,84.87,3394.8,Month-to-Month,Mailed Check,No
C00167,56,F,32,92.54,2961.28,One Year,Mailed Check,No
C00168,62,M,26,74.92,1947.92,One Year,Credit Card,No
C00169,32,M,58,58.44,3389.52,Two Year,Electronic Check,No
C00170,60,F,39,84.81,3307.59,Month-to-Month,Electronic Check,No
C00171,46,F,20,110.83,2216.6,Month-to-Month,Electronic Check,No
C00172,53,M,18,61.67,1110.06,One Year,Mailed Check,No
C00173,30,F,50,51.44,2572.0,Month-to-Month,Mailed Check,No
C00174,49,M,15,58.84,882.6,One Year,Credit Card,No
C00175,24,M,52,63.54,3304.08,One Year,Bank Transfer,No
C00176,68,F,22,27.36,601.92,Two Year,Electronic Check,No
C00177,39,M,51,69.84,3561.84,One Year,Electronic Check,No
C00178,45,M,22,69.43,1527.46,Two Year,Electronic Check,No
C00179,19,M,53,78.84,4178.52,Month-to-Month,Credit Card,Yes
C00180,59,F,21,56.28,1181.88,Month-to-Month,Bank Transfer,No
C00181,62,M,2,81.31,162.62,One Year,Bank Transfer,No
C00182,23,F,40,107.82,4312.8,One Year,Bank Transfer,No
C00183,45,F,53,115.55,6124.15,Two Year,Electronic Check,No
C00184,45,F,43,78.36,3369.48,Two Year,Mailed Check,No
C00185,61,M,18,24.26,436.68,Month-to-Month,Electronic Check,No
C00186,61,M,23,116.92,2689.16,Month-to-Month,Bank Transfer,No
C00187,37,F,13,90.59,1177.67,One Year,Credit Card,No
C00188,47,F,41,53.6,2197.6,One Year,Bank Transfer,No
C00189,28,M,9,34.72,312.48,Two Year,Electronic Check,No
C00190,45,F,49,34.34,1682.66,One Year,Mailed Check,No
C00191,42,F,7,36.77,257.39,Two Year,Bank Transfer,Yes
C00192,56,M,41,24.56,1006.96,Month-to-Month,Mailed Check,No
C00193,50,F,54,110.22,5951.88,Month-to-Month,Bank Transfer,No
C00194,18,M,1,74.08,74.08,One Year,Mailed Check,No
C00195,44,M,2,90.0,180.0,Two Year,Mailed Check,Yes
C00196,69,F,4,102.81,411.24,One Year,Bank Transfer,No
C00197,30,M,14,99.15,1388.1,One Year,Credit Card,No
C00198,58,M,32,108.26,3464.32,Two Year,Electronic Check,No
C00199,20,M,36,116.73,4202.28,One Year,Electronic Check,No
C00200,56,F,2,63.91,127.82,Two Year,Bank Transfer,No
C00201,23,F,40,115.03,4601.2,Two Year,Mailed Check,No
C00202,25,F,50,92.33,4616.5,One Year,Electronic Check,No
C00203,44,M,51,27.07,1380.57,Two Year,Mailed Check,No
C00204,26,M,14,88.18,1234.52,Month-to-Month,Credit Card,No
C00205,54,F,20,88.67,1773.4,Month-to-Month,Bank Transfer,No
C00206,50,F,25,110.59,2764.75,Month-to-Month,Credit Card,No
C00207,68,M,42,57.29,2406.18,Month-to-Month,Mailed Check,No
C00208,59,F,49,78.49,3846.01,One Year,Mailed Check,No
C00209,61,F,8,21.22,169.76,Month-to-Month,Bank Transfer,No
C00210,41,F,28,53.21,1489.88,Month-to-Month,Mailed Check,No
C00211,32,F,46,26.22,1206.12,Month-to-Month,Bank Transfer,No
C00212,49,F,21,72.19,1515.99,Month-to-Month,Bank Transfer,No
C00213,49,M,23,101.74,2340.02,One Year,Credit Card,No
C00214,41,F,32,40.64,1300.48,Month-to-Month,Electronic Check,No
C00215,58,F,8,72.74,581.92,Two Year,Electronic Check,No
C00216,69,M,31,40.4,1252.4,Two Year,Mailed Check,Yes
C00217,66,M,37,32.07,1186.59,One Year,Electronic Check,No
C00218,66,M,16,71.1,1137.6,One Year,Mailed Check,No
C00219,69,M,40,27.91,1116.4,One Year,Electronic Check,No
C00220,29,F,42,78.74,3307.08,Month-to-Month,Credit Card,No
C00221,56,F,27,23.13,624.51,One Year,Electronic Check,No
C00222,19,F,40,30.67,1226.8,Month-to-Month,Mailed Check,No
C00223,20,F,41,75.0,3075.0,One Year,Mailed Check,Yes
C00224,66,M,18,79.14,1424.52,Two Year,Electronic Check,No
C00225,54,M,35,22.9,801.5,Two Year,Bank Transfer,No
C00226,66,F,49,77.34,3789.66,Month-to-Month,Credit Card,No
C00227,34,F,52,103.85,5400.2,One Year,Bank Transfer,No
C00228,66,F,15,92.23,1383.45,Two Year,Electronic Check,No
C00229,19,F,53,33.12,1755.36,Month-to-Month,Bank Transfer,No
C00230,19,M,27,79.25,2139.75,Two Year,Electronic Check,Yes
C00231,45,F,17,87.23,1482.91,One Year,Mailed Check,No
C00232,40,M,40,23.72,948.8,Month-to-Month,Bank Transfer,Yes
C00233,54,M,2,105.53,211.06,Two Year,Credit Card,No
C00234,49,M,49,110.63,5420.87,One Year,Bank Transfer,Yes
C00235,50,M,50,105.05,5252.5,Month-to-Month,Mailed Check,No
C00236,18,F,31,102.46,3176.26,Two Year,Mailed Check,No
C00237,36,F,37,94.5,3496.5,Two Year,Mailed Check,Yes
C00238,19,F,41,83.34,3416.94,Month-to-Month,Bank Transfer,No
C00239,61,F,41,87.86,3602.26,One Year,Mailed Check,No
C00240,43,M,34,100.64,3421.76,Month-to-Month,Mailed Check,No
C00241,49,M,34,86.25,2932.5,Two Year,Bank Transfer,No
C00242,23,M,51,52.77,2691.27,Two Year,Bank Transfer,No
C00243,49,F,55,57.6,3168.0,Two Year,Electronic Check,No
C00244,21,M,59,109.71,6472.89,One Year,Bank Transfer,No
C00245,28,M,3,21.71,65.13,Two Year,Mailed Check,No
C00246,34,M,17,89.88,1527.96,Two Year,Credit Card,No
C00247,55,M,14,115.48,1616.72,Month-to-Month,Mailed Check,Yes
C00248,41,F,14,90.62,1268.68,Two Year,Mailed Check,Yes
C00249,22,M,46,119.39,5491.94,Month-to-Month,Mailed Check,No
C00250,69,M,38,88.75,3372.5,Two Year,Bank Transfer,No
C00251,51,F,35,23.44,820.4,Month-to-Month,Credit Card,No
C00252,23,F,1,102.7,102.7,Month-to-Month,Mailed Check,No
C00253,39,F,48,48.46,2326.08,Month-to-Month,Bank Transfer,Yes
C00254,28,M,29,64.61,1873.69,Month-to-Month,Electronic Check,No
C00255,65,M,4,51.21,204.84,One Year,Credit Card,Yes
C00256,33,M,33,46.86,1546.38,Two Year,Credit Card,Yes
C00257,50,M,17,63.14,1073.38,One Year,Bank Transfer,No
C00258,26,F,28,57.88,1620.64,Two Year,Electronic Check,No
C00259,23,M,50,83.33,4166.5,Month-to-Month,Mailed Check,Yes
C00260,33,M,26,101.32,2634.32,Two Year,Electronic Check,No
C00261,46,F,8,49.71,397.68,Month-to-Month,Credit Card,No
C00262,20,F,34,41.37,1406.58,Two Year,Bank Transfer,No
C00263,37,F,59,86.69,5114.71,Month-to-Month,Electronic Check,No
C00264,53,M,18,87.03,1566.54,Two Year,Mailed Check,No
C00265,36,M,31,110.11,3413.41,Two Year,Electronic Check,Yes
C00266,43,M,59,21.59,1273.81,Two Year,Electronic Check,Yes
C00267,20,M,27,105.3,2843.1,Month-to-Month,Bank Transfer,No
C00268,36,M,16,72.1,1153.6,Two Year,Bank Transfer,Yes
C00269,37,F,58,82.13,4763.54,Month-to-Month,Credit Card,No
C00270,49,F,10,29.14,291.4,One Year,Bank Transfer,Yes
C00271,24,M,40,63.26,2530.4,Two Year,Electronic Check,No
C00272,69,M,12,42.73,512.76,Month-to-Month,Mailed Check,Yes
C00273,58,M,22,45.42,999.24,Month-to-Month,Credit Card,No
C00274,50,M,16,70.41,1126.56,Month-to-Month,Bank Transfer,No
C00275,57,M,12,101.25,1215.0,One Year,Electronic Check,No
C00276,56,F,11,94.38,1038.18,Month-to-Month,Electronic Check,No
C00277,35,F,20,79.1,1582.0,One Year,Credit Card,No
C00278,57,F,51,73.94,3770.94,One Year,Credit Card,No
C00279,18,M,1,62.73,62.73,Month-to-Month,Bank Transfer,No
C00280,28,M,27,117.27,3166.29,Two Year,Bank Transfer,No
C00281,45,F,3,76.02,228.06,One Year,Mailed Check,No
C00282,42,F,12,45.4,544.8,Month-to-Month,Credit Card,Yes
C00283,67,M,30,43.01,1290.3,One Year,Credit Card,Yes
C00284,40,F,9,81.14,730.26,Month-to-Month,Electronic Check,No
C00285,48,F,53,72.28,3830.84,Month-to-Month,Mailed Check,No
C00286,47,M,54,20.77,1121.58,One Year,Bank Transfer,Yes
C00287,59,F,37,103.01,3811.37,Month-to-Month,Mailed Check,No
C00288,52,F,1,90.41,90.41,One Year,Mailed Check,Yes
C00289,24,F,42,86.18,3619.56,Month-to-Month,Electronic Check,No
C00290,33,M,49,26.88,1317.12,Two Year,Credit Card,No
C00291,43,F,4,56.21,224.84,Two Year,Credit Card,Yes
C00292,65,F,15,113.54,1703.1,One Year,Credit Card,No
C00293,69,F,51,106.26,5419.26,One Year,Bank Transfer,No
C00294,66,M,27,48.55,1310.85,One Year,Credit Card,No
C00295,19,M,8,35.71,285.68,One Year,Mailed Check,No
C00296,18,F,23,64.91,1492.93,Two Year,Mailed Check,No
C00297,65,M,15,55.58,833.7,One Year,Credit Card,No
C00298,29,F,27,88.22,2381.94,Month-to-Month,Mailed Check,No
C00299,22,M,31,116.64,3615.84,Month-to-Month,Bank Transfer,No
C00300,54,M,39,56.3,2195.7,One Year,Credit Card,No
C00301,49,F,47,26.22,1232.34,Month-to-Month,Bank Transfer,Yes
C00302,26,F,8,109.76,878.08,One Year,Credit Card,No
C00303,58,F,30,23.79,713.7,Month-to-Month,Bank Transfer,Yes
C00304,52,M,58,115.28,6686.24,Month-to-Month,Bank Transfer,Yes
C00305,36,F,55,86.46,4755.3,One Year,Bank Transfer,No
C00306,65,M,42,114.17,4795.14,One Year,Mailed Check,Yes
C00307,33,M,18,39.97,719.46,Two Year,Bank Transfer,Yes
C00308,20,F,4,24.07,96.28,One Year,Electronic Check,No
C00309,37,M,47,68.82,3234.54,Two Year,Bank Transfer,Yes
C00310,41,F,43,65.06,2797.58,One Year,Bank Transfer,No
C00311,50,M,22,53.15,1169.3,Month-to-Month,Bank Transfer,No
C00312,41,F,3,115.77,347.31,Two Year,Bank Transfer,No
C00313,69,M,15,102.26,1533.9,Month-to-Month,Credit Card,No
C00314,28,M,35,86.16,3015.6,One Year,Mailed Check,No
C00315,66,F,47,36.29,1705.63,One Year,Mailed Check,No
C00316,25,M,38,93.43,3550.34,One Year,Mailed Check,Yes
C00317,53,F,33,92.7,3059.1,One Year,Credit Card,No
C00318,55,M,14,62.51,875.14,Two Year,Bank Transfer,No
C00319,57,M,48,112.48,5399.04,Two Year,Bank Transfer,No
C00320,37,M,1,36.7,36.7,One Year,Mailed Check,No
C00321,52,F,53,46.73,2476.69,Month-to-Month,Electronic Check,No
C00322,65,F,49,26.32,1289.68,Two Year,Bank Transfer,No
C00323,42,F,26,99.55,2588.3,Month-to-Month,Bank Transfer,No
C00324,52,F,8,82.18,657.44,One Year,Bank Transfer,Yes
C00325,42,F,50,51.49,2574.5,Two Year,Credit Card,Yes
C00326,46,M,16,36.38,582.08,Two Year,Bank Transfer,Yes
C00327,35,M,38,24.01,912.38,Two Year,Mailed Check,No
C00328,63,F,10,36.67,366.7,Month-to-Month,Bank Transfer,No
C00329,35,M,42,65.33,2743.86,One Year,Mailed Check,No
C00330,19,M,37,44.72,1654.64,One Year,Electronic Check,No
C00331,52,M,26,45.9,1193.4,Two Year,Credit Card,No
C00332,33,M,28,107.56,3011.68,Two Year,Electronic Check,Yes
C00333,58,F,12,71.51,858.12,One Year,Bank Transfer,No
C00334,53,M,20,92.93,1858.6,Month-to-Month,Electronic Check,No
C00335,50,F,49,23.57,1154.93,Two Year,Bank Transfer,No
C00336,21,F,14,56.52,791.28,Month-to-Month,Mailed Check,Yes
C00337,50,M,46,67.92,3124.32,Month-to-Month,Bank Transfer,No
C00338,31,F,35,38.64,1352.4,One Year,Credit Card,No
C00339,38,M,29,32.02,928.58,One Year,Electronic Check,Yes
C00340,65,M,12,107.03,1284.36,Month-to-Month,Bank Transfer,No
C00341,37,M,52,113.94,5924.88,Month-to-Month,Mailed Check,No
C00342,25,F,18,27.88,501.84,One Year,Electronic Check,No
C00343,24,F,44,54.9,2415.6,Two Year,Credit Card,No
C00344,20,F,2,115.83,231.66,Month-to-Month,Bank Transfer,No
C00345,34,M,2,28.32,56.64,Two Year,Credit Card,Yes
C00346,50,M,59,84.36,4977.24,Month-to-Month,Mailed Check,No
C00347,65,M,17,117.22,1992.74,One Year,Electronic Check,No
C00348,29,F,10,117.82,1178.2,Two Year,Electronic Check,No
C00349,68,M,18,67.12,1208.16,One Year,Electronic Check,No
C00350,39,M,22,36.27,797.94,Month-to-Month,Mailed Check,Yes
C00351,39,F,19,40.21,763.99,One Year,Bank Transfer,No
C00352,63,F,58,108.96,6319.68,Two Year,Bank Transfer,Yes
C00353,47,F,53,111.17,5892.01,One Year,Bank Transfer,No
C00354,55,M,1,80.79,80.79,Two Year,Credit Card,No
C00355,55,M,24,96.62,2318.88,One Year,Mailed Check,No
C00356,62,M,36,93.99,3383.64,One Year,Electronic Check,Yes
C00357,68,F,25,86.18,2154.5,Two Year,Mailed Check,No
C00358,25,F,36,102.73,3698.28,Two Year,Mailed Check,No
C00359,44,F,31,88.54,2744.74,Two Year,Mailed Check,No
C00360,44,F,31,73.4,2275.4,Month-to-Month,Electronic Check,No
C00361,51,M,2,43.7,87.4,One Year,Electronic Check,No
C00362,38,M,19,94.39,1793.41,Two Year,Credit Card,No
C00363,47,M,53,67.34,3569.02,Month-to-Month,Mailed Check,No
C00364,50,M,12,49.48,593.76,Month-to-Month,Bank Transfer,No
C00365,45,M,10,100.19,1001.9,Two Year,Credit Card,No
C00366,64,M,31,89.67,2779.77,Two Year,Electronic Check,No
C00367,50,M,45,113.73,5117.85,Two Year,Electronic Check,No
C00368,22,M,22,36.54,803.88,Month-to-Month,Credit Card,No
C00369,65,F,23,84.92,1953.16,Month-to-Month,Bank Transfer,No
C00370,36,F,52,44.42,2309.84,One Year,Mailed Check,No
C00371,21,M,23,110.36,2538.28,Month-to-Month,Mailed Check,No
C00372,52,F,15,29.95,449.25,Two Year,Bank Transfer,No
C00373,66,M,26,85.62,2226.12,One Year,Mailed Check,No
C00374,34,M,3,99.11,297.33,One Year,Electronic Check,No
C00375,61,F,23,55.49,1276.27,One Year,Credit Card,No
C00376,45,M,20,115.41,2308.2,One Year,Bank Transfer,No
C00377,47,M,45,105.07,4728.15,Two Year,Credit Card,No
C00378,46,M,40,49.46,1978.4,One Year,Mailed Check,No
C00379,63,M,57,20.75,1182.75,Two Year,Mailed Check,Yes
C00380,23,M,39,49.67,1937.13,Month-to-Month,Electronic Check,No
C00381,52,M,56,48.13,2695.28,Two Year,Electronic Check,No
C00382,58,M,8,109.0,872.0,One Year,Mailed Check,No
C00383,54,F,18,116.71,2100.78,Month-to-Month,Mailed Check,No
C00384,41,F,41,27.04,1108.64,Month-to-Month,Electronic Check,Yes
C00385,46,M,6,67.13,402.78,Month-to-Month,Electronic Check,No
C00386,66,F,27,74.83,2020.41,One Year,Bank Transfer,No
C00387,63,M,36,29.29,1054.44,Two Year,Electronic Check,No
C00388,48,M,15,57.75,866.25,Two Year,Bank Transfer,No
C00389,52,M,37,51.71,1913.27,One Year,Bank Transfer,No
C00390,50,M,58,73.61,4269.38,One Year,Credit Card,No
C00391,69,F,5,86.12,430.6,Month-to-Month,Electronic Check,No
C00392,38,F,39,90.35,3523.65,Two Year,Bank Transfer,Yes
C00393,49,F,9,33.68,303.12,One Year,Credit Card,No
C00394,40,F,7,101.29,709.03,One Year,Credit Card,No
C00395,50,M,41,87.85,3601.85,Two Year,Electronic Check,No
C00396,20,F,20,108.91,2178.2,Month-to-Month,Electronic Check,No
C00397,35,M,10,64.93,649.3,Month-to-Month,Credit Card,No
C00398,42,M,26,109.39,2844.14,Month-to-Month,Bank Transfer,No
C00399,59,F,4,106.58,426.32,Two Year,Electronic Check,No
C00400,48,M,38,63.84,2425.92,One Year,Credit Card,No
C00401,20,F,24,58.11,1394.64,One Year,Credit Card,Yes
C00402,57,F,14,113.28,1585.92,One Year,Bank Transfer,No
C00403,63,F,41,91.52,3752.32,One Year,Mailed Check,No
C00404,41,F,1,112.82,112.82,Two Year,Bank Transfer,No
C00405,67,F,17,99.7,1694.9,Month-to-Month,Credit Card,No
C00406,49,M,45,80.93,3641.85,Month-to-Month,Bank Transfer,No
C00407,64,F,24,31.59,758.16,Month-to-Month,Electronic Check,No
C00408,39,F,27,49.15,1327.05,Month-to-Month,Credit Card,Yes
C00409,40,M,7,116.88,818.16,One Year,Bank Transfer,No
C00410,19,F,9,51.94,467.46,One Year,Bank Transfer,No
